classes,-1,211,212,213,214,221,222,223,231,232,233,234,241,242,243,244,312,313,321,322,323,331,332,333,341,342,343,411,421,431,441,511,521,531,541,611,621,631,641,651,661
-1,20389,3374,1161,169,234,1880,616,134,80,108,128,144,79,103,133,145,226,134,196,199,145,145,144,158,176,150,163,345,355,410,406,604,606,697,693,1014,952,928,957,970,954
211,0,1972,3674,4013,3993,71,133,44,0,0,0,0,0,0,0,0,1945,1465,104,460,172,0,0,0,0,0,0,35,0,6,25,0,5,0,0,2,0,0,2,0,0
212,0,1,2,8,0,0,0,0,1713,0,1,0,0,0,0,0,451,349,0,0,0,159,0,0,186,0,0,711,22,0,7,3,0,0,0,0,0,0,0,0,0
213,15,23,1,1302,107,0,41,0,0,0,0,0,1865,362,106,65,1822,1670,15,0,2,170,0,0,1047,0,0,96,13,0,10,1,68,0,13,0,44,5,10,1,0
214,6,5879,4790,3845,4677,5,0,0,137,0,0,1,8,0,0,0,3974,3179,0,0,190,3,11,0,277,0,0,260,40,266,391,1,0,8,0,0,0,1,11,0,0
221,0,0,0,0,0,657,0,1340,633,0,0,0,0,0,0,0,802,390,18,328,749,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,3,1,0,305,190,3,2078,1,0,0,0,0,2589,10,0,0,199,402,708,214,4,283,0,0,5,0,0,125,792,0,2,1,134,0,1,0,0,0,0,1,0
223,5,0,0,0,0,820,18,1828,1255,90,5,13,0,0,0,0,54,124,46,161,848,800,0,0,0,0,0,102,35,136,22,19,10,11,4,0,1,17,0,0,0
231,0,90,895,0,0,750,0,126,820,0,0,0,0,0,0,0,295,1037,289,316,414,4,0,0,0,0,0,1,0,2,48,0,0,4,0,4,13,0,8,0,0
232,0,0,0,0,0,0,0,8,1198,971,61,84,0,0,0,0,44,124,0,0,0,832,0,0,51,0,0,0,0,0,0,0,15,24,0,0,0,12,0,0,0
233,0,0,0,0,0,0,0,2,2127,2935,1326,1459,0,0,0,0,0,162,0,0,0,1225,0,0,531,0,0,0,0,0,0,0,43,0,0,6,0,73,0,0,0
234,2,3,1,0,0,81,0,56,1803,5574,8898,8563,0,0,0,0,97,124,39,0,0,3118,597,2,1689,0,0,39,0,0,0,94,869,0,22,17,1,39,12,23,37
241,0,250,119,621,1122,37,154,0,0,0,0,0,975,9,0,0,224,271,400,285,1,31,0,0,22,0,0,0,0,37,2,0,2,0,0,0,0,0,0,0,0
242,0,0,0,55,16,0,54,0,0,0,0,0,715,29,2,8,52,36,0,0,0,89,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,0,0,0,2,0,0,7,0,0,0,0,0,1773,3249,1663,1540,12,321,0,0,0,612,0,6,1176,0,0,0,0,0,0,2,3,7,4,0,63,0,0,0,0
244,0,2,0,20,3,0,18,0,0,0,0,0,2157,6266,8240,8370,1,90,13,0,0,1072,1,0,2771,1,21,97,31,0,0,205,304,28,9,110,128,97,66,11,2
312,0,163,8,84,49,0,0,5,9,0,0,0,0,0,0,0,325,379,0,0,114,0,1,0,0,0,0,261,0,32,107,6,42,10,0,0,8,0,0,0,0
313,5,129,165,29,99,2,3,0,1,0,0,0,0,0,0,0,46,58,0,0,4,7,0,0,102,0,0,440,11,4,38,0,187,10,0,1,0,14,0,0,0
321,13,0,0,0,1,4156,5900,3280,0,0,0,0,1,0,0,0,1,17,7971,2697,1799,0,0,0,0,0,0,76,78,146,288,2,55,6,20,0,7,10,6,20,6
322,0,0,2,2,3,2193,1457,3024,0,0,0,0,2,0,0,0,0,0,663,5672,1808,113,0,0,0,0,0,0,55,289,27,0,12,0,0,0,0,0,0,0,0
323,4,14,58,13,9,345,206,417,0,0,0,0,0,0,0,0,0,0,55,149,3828,62,0,0,0,0,0,136,13,31,33,1,26,0,18,0,1,6,2,2,7
331,0,0,0,0,0,4,0,12,461,708,108,302,0,0,0,0,8,54,0,0,0,419,40,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
332,0,0,0,0,0,4,0,11,119,156,34,6,30,42,45,56,0,0,41,0,148,663,5912,0,0,0,0,0,50,0,2,20,26,13,0,0,0,0,0,0,1
333,20,2,0,25,15,4,4,0,0,0,0,0,160,109,26,15,0,0,0,25,62,180,2115,9238,0,0,0,712,0,621,849,0,305,51,4,7,0,0,0,0,4
341,0,0,58,1,0,1,0,0,0,0,0,0,15,203,185,281,0,0,0,0,0,0,0,0,914,5,0,15,0,0,0,0,62,0,1,0,0,0,0,0,0
342,1,0,0,1,0,7,0,0,137,1,1,1,135,147,145,85,0,17,1,0,0,0,0,0,967,7682,0,105,65,2,8,10,69,20,0,0,39,1,0,0,0
343,5,1,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,1071,7012,698,78,242,316,7,66,1,122,1,0,9,0,0,0
411,13,14,0,0,0,17,13,56,0,0,0,0,3,4,6,0,0,0,0,0,0,28,19,135,42,0,0,3614,0,0,0,19,139,1,2,1,2,2,0,3,0
421,24,14,4,16,17,56,4,8,8,1,0,0,0,2,2,1,1,0,5,2,3,97,527,145,3,155,725,0,8532,44,34,446,235,202,194,62,117,112,21,52,43
431,30,79,55,47,32,60,18,15,3,0,0,0,3,0,1,1,34,27,9,27,138,7,312,220,80,393,1244,4,116,8428,0,90,630,43,292,37,53,37,22,24,5
441,18,49,31,18,8,32,13,33,5,2,2,2,1,0,0,0,6,6,12,40,129,89,390,375,1,599,1220,356,1,0,8046,195,640,411,58,49,52,21,16,22,21
511,15,13,11,6,3,7,26,1,4,7,12,16,7,10,20,16,0,0,1,15,1,202,163,2,143,44,20,298,33,26,64,8960,0,0,8,194,107,53,16,141,89
521,60,31,22,1,2,102,3,10,1,2,2,1,0,1,3,8,0,4,0,0,14,14,82,17,82,26,9,635,65,5,0,0,5011,11,0,43,84,171,83,33,39
531,6,20,4,2,5,14,8,123,2,1,0,0,3,7,5,4,13,8,11,14,11,44,42,99,31,272,70,716,254,59,87,1,24,9479,0,177,226,257,379,291,264
541,22,15,7,3,23,91,13,3,7,1,0,0,0,0,0,0,1,0,9,4,4,23,147,189,25,50,103,712,148,72,42,26,2,0,9629,397,395,200,131,401,286
611,4,1,0,2,6,4,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,37,0,0,22,0,2,0,32,26,1,2,8698,590,13,2,0,0
621,0,10,0,1,13,0,10,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,19,1,0,0,26,134,13,0,642,8518,33,0,0,0
631,2,1,1,0,6,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,58,40,0,0,22,16,2,0,0,0,46,297,0,17,0,0,7739,12,0,0
641,10,20,8,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,23,35,0,22,9,0,53,17,0,2,25,602,90,7,0,0,1528,9651,0,0
651,1,0,0,0,0,3,0,25,0,0,0,2,2,0,1,0,0,0,7,1,1,2,2,4,160,102,9,53,0,0,0,74,240,1,9,0,0,0,0,7651,1275
661,2,3,0,0,0,13,1,12,2,1,0,0,1,0,0,0,0,0,5,8,6,0,13,16,2,19,1,57,0,0,0,137,163,4,14,2,0,0,0,1774,8371
