classes,-1,211,212,213,214,221,222,223,231,232,233,234,241,242,243,244,312,313,321,322,323,331,332,333,341,342,343,411,421,431,441,511,521,531,541,611,621,631,641,651,661
-1,20390,3375,1161,169,234,1880,616,134,80,108,128,144,79,103,133,145,226,134,196,199,145,145,145,159,176,150,163,345,355,410,406,604,606,697,693,1014,952,928,957,970,954
211,0,2766,3065,4416,4710,42,242,8,0,0,0,0,0,0,0,0,2699,2343,292,384,161,0,0,0,9,0,0,10,5,41,38,0,3,4,1,7,0,5,0,0,0
212,0,2,0,39,0,3,0,27,1675,95,0,0,0,0,0,0,472,453,30,14,0,0,0,0,359,0,0,105,49,0,0,10,0,20,8,0,12,0,0,0,0
213,9,14,9,1133,126,0,50,0,0,0,0,0,2048,756,211,128,1713,1668,28,0,40,182,0,0,1311,0,0,90,20,14,165,8,64,2,10,2,48,13,29,0,0
214,11,4361,4277,3017,3450,0,0,0,282,0,0,0,60,0,0,0,3545,2701,0,0,11,0,0,0,238,0,0,393,29,333,308,1,0,15,1,0,0,1,12,0,2
221,0,0,27,0,0,103,0,1544,519,0,0,0,0,0,0,0,798,436,34,56,558,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
222,4,0,0,263,101,4,1860,0,0,0,0,0,2466,18,0,0,234,316,714,496,2,386,0,0,0,0,0,203,101,0,4,13,88,0,19,5,0,0,0,5,1
223,12,0,0,0,0,254,15,1174,1420,487,0,0,7,0,0,0,51,166,17,50,555,1020,0,0,0,0,0,61,23,160,35,16,63,5,2,3,1,2,1,5,5
231,0,244,568,0,0,39,0,154,674,0,0,0,0,0,0,0,400,1028,248,240,0,5,0,0,1,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,4,752,325,2,0,0,0,0,0,35,52,10,0,0,577,0,0,5,0,0,0,0,0,0,8,6,9,0,15,2,1,0,0,0
233,0,0,0,0,0,0,0,13,2610,4822,1908,1923,0,0,0,0,38,202,0,3,0,1888,0,0,812,0,0,0,0,0,0,76,4,3,0,6,6,15,0,0,0
