classes,-1,211,212,213,214,221,222,223,231,232,233,234,241,242,243,244,312,313,321,322,323,331,332,333,341,342,343,411,421,431,441,511,521,531,541,611,621,631,641,651,661
-1,20419,3411,1156,156,225,1915,618,118,73,90,110,108,75,89,112,120,203,113,171,170,126,121,124,128,152,379,136,292,407,328,327,501,603,557,540,1626,2035,1620,2372,1110,1900
211,0,1366,1941,53,3840,1,29,0,0,0,0,0,0,0,0,0,897,496,3,0,95,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
212,6,1052,1313,5549,393,0,0,3,1,1,4,1,0,0,2,0,1857,1103,1,2,15,0,2,3,5,1,4,33,6,189,31,19,12,21,15,8,13,22,11,15,14
213,24,998,1249,1334,831,2,9,6,186,11,5,16,246,7,11,19,2033,1186,17,18,7,11,8,16,160,16,15,128,90,182,116,64,78,104,80,103,103,109,99,94,106
214,0,3670,2408,670,2937,0,0,51,173,23,0,0,180,0,0,0,2676,2691,0,83,0,0,0,0,110,0,0,7,0,1,219,0,0,0,0,0,0,0,0,0,0
221,2,262,367,481,271,146,120,99,511,0,1,0,149,0,0,0,249,429,314,7,41,10,0,0,0,0,0,8,10,22,10,0,0,0,0,0,0,0,0,0,1
222,3,1,0,0,0,57,84,153,94,0,0,1,111,0,0,0,11,46,30,16,45,20,0,0,0,0,0,18,9,3,1,1,4,0,2,5,5,3,3,4,2
223,2,0,0,0,1,174,892,869,0,0,0,0,35,0,0,0,0,19,284,209,3,281,0,0,0,0,0,68,22,0,3,1,0,3,2,1,3,0,1,0,4
231,0,181,455,0,0,641,0,715,970,0,0,1,0,0,0,0,1134,1337,1,113,1,29,0,0,2,0,0,0,0,0,41,0,0,1,0,1,0,0,0,0,0
232,15,8,3,2,0,31,1,52,2499,1118,70,65,0,0,0,0,183,208,29,0,14,1127,5,2,237,4,0,17,11,5,1,78,41,39,19,39,19,32,17,18,24
233,18,8,1,0,1,52,0,24,4450,6999,6104,5749,0,0,0,0,234,662,4,0,2,2592,10,0,1410,1,0,124,26,1,0,142,88,59,32,21,33,30,27,34,37
234,0,6,0,0,0,0,0,0,649,1115,2510,2685,0,0,0,0,28,67,0,0,0,952,0,0,100,0,0,0,0,0,0,4,112,0,0,0,1,0,0,10,1
241,0,260,259,919,1442,0,1187,0,0,0,0,0,897,0,0,1,354,455,478,593,15,1,0,0,0,0,0,10,2,41,0,0,4,0,0,0,0,0,0,0,0
242,4,5,0,55,32,1,412,0,0,0,0,0,3079,484,51,74,354,68,28,10,61,31,4,0,467,7,0,24,23,0,12,4,55,9,29,34,56,28,20,24,25
243,8,9,2,410,17,0,60,0,0,0,1,0,4494,7544,6753,6158,113,1062,27,1,0,1346,2,0,2899,10,0,65,98,2,49,75,318,43,77,86,90,89,89,32,36
244,0,0,0,73,11,0,27,0,0,0,0,0,434,1199,1915,2285,0,64,0,0,0,371,0,0,487,0,0,0,0,0,0,21,10,0,0,16,13,6,4,0,0
